NOMBRE COMERCIAL,DIRECCION,Longitud,Latitud,Costo
FARMACIA BERTELLO,AV. BERTELLO 994  PANDO 3ERA.ETAPA,-77.025057,-12.0527134,Costoso
FARMACIA BIORAM,AA.HH. CRUZ DE MOTUPE  MZ.A,-77.016678,-12.112988,Costoso
FARMACIA BOLIVAR,JR. LEONCIO PRADO 801,-77.06625468,-12.07336479,Economico
FARMACIA C & B,JR. TUPAC AMARU 1998,-77.04746382,-12.06945817,Economico
FARMACIA CATOLICA,AV. UNIVERSITARIA 818  PANDO 4TA. ETAPA,-77.0569638,-12.055499,Costoso
FARMACIA CELENDIN,AV. ZARUMILLA 602  ZARUMILLA,-77.0362106,-12.0507765,Costoso
FARMACIA CELIS,JR. SICUANI 1529,-77.037906,-11.898746,Costoso
FARMACIA CHELO,CALLE 21,-77.034945,-12.0829257,Economico
FARMACIA CIENEGUILLA,AV. SAN MARTIN  MZ.F,-77.0469153,-12.0444988,Costoso
FARMACIA COLOMBIA,AV. MARIANO CORNEJO # 1012,-77.0336996,-12.0494294,Costoso
FARMACIA CORAZON DE JESUS,PROL. CUZCO 1185 MZ. B2-2  LTE. 45 PANDO II ETAPA,-77.0086722,-12.0917981,Economico
FARMACIA CORAZON DE JESUS,JR. MARACAIBO 2098  PERU,-77.0435289,-12.0750295,Economico
FARMACIA CORPORATIVA,CALLE UNAP 145  CDRA. 18 GRAL CLEMENT,-77.0362488,-12.079586,Costoso
FARMACIA CRISTO SALVADOR,AV. JOSE GRANDA 3560,-77.0778282,-12.0661818,Costoso
FARMACIA CRUZ AZUL,3 ETAPA  MZ. Z,-77.03254209,-12.08552601,Economico
FARMACIA CRUZ DE YERBATEROS,AV. NICOLAS AYLLON Nº 1094- 1096-1096-A -1098 URB. SAN PABLO 2DA. ETAPA,-77.006324,-12.0046892,Economico
FARMACIA DE ESTABLECIMIENTO DE SALUD CLINICA INTERNACIONAL,AV. LA ENCALADA 960,-77.0558118,-12.0274466,Costoso
FARMACIA DE ESTABLECIMIENTO DE SALUD DE LA CLINICA LIMATAMBO,AV. PROCERES DE LA INDEPENDENCIA 2701  SAN CARLOS,-77.0791004,-11.8613476,Costoso
FARMACIA DE ESTABLECIMIENTO DE SALUD POLICLINICO JUAN JOSE RODRIGUEZ LAZO,AV. GUARDIA PERUANA,-77.00476182,-11.95250126,Economico
FARMACIA DEL CARMEN,AV. PROCERES DE LA INDEPENDENCIA 480  CHACARILLA DE OTERO,-77.0038898,-11.970424,Economico
FARMACIA DEL POLICLINICO PABLO BERMUDEZ,JR. PABLO BERMUDEZ 266,-77.01191244,-12.09945064,Economico
FARMACIA DIEGO,JR. LOS MIRABLES 1212  LOS JARDINES DE S.J.L.,-77.03524835,-12.07760465,Economico
FARMACIA EDITH,CALLE GRAN PAJATEN 357  ZARATE,-77.0358002,-12.0303259,Costoso
FARMACIA EL ANGEL,AV. JOSE CARLOS MARIATEGUI 137  COLLIQUE,-77.0302084,-12.1243358,Costoso
FARMACIA EL HORIZONTE,AV. ALAMEDA LOS HORIZONTES 712  LOS CEDROS DE CHORRILLOS,-77.037111,-12.0567192,Costoso
FARMACIA EL MILAGRO,AV. LOS PROCERES 228  CONDEVILLA SENOR,-77.0425007,-12.052084,Costoso
FARMACIA EL PALMAR,CALLE. LOS CEDRELAS 159  EL PALMAR,-77.0233606,-12.0560164,Costoso
FARMACIA EL RESCATE,AV. PEDRO GAREZON ,-77.0386101,-12.0460931,Costoso
FARMACIA EL SALVADOR S.A.C.,AV. JOSE CARLOS MARIATEGUI 291  LUCYANA,-77.16633933,-11.77694708,Costoso
FARMACIA EL SANTO MORENO,AV. LEONCIO PRADO 548  ZAPALLAL,-76.9934694,-12.1020977,Economico
FARMACIA EMERGENCIA,Av. Alfonso Ugarte 825  Cercado de Lima 15001  Peru,-77.0421694,-12.0497548,Costoso
FARMACIA ERCARA,AV. 15 DE JULIO,-77.07789023,-11.90822214,Costoso
Farmacia Estense,Av. Juan Pardo de Zela 742  Lince 15046  Peru,-77.0289023,-12.0828499,Costoso
Farmacia Farmamec,JirÃ³n Ayacucho 1181  La Victoria 15001  Peru,-77.028231,-12.0584765,Costoso
FARMACIA FARMAMEDICA,Av. NicolÃ¡s AyllÃ³n 344  Cercado de Lima 15018  Peru,-77.0107411,-12.0572088,Costoso
FARMACIA GARAY,AV. LUIS BRAYLE 1107,-77.0282223,-12.132549,Costoso
FARMACIA GARCIA,AV. DEL AIRE 531  SANTA CATALINA,-77.0615957,-12.0842293,Costoso
FARMACIA GILVER,JR. SANCHEZ CERRO 377  MESA REDONDA,-77.0345065,-12.0461456,Costoso
FARMACIA GLADYS MARIA,ASOC. DE VIV. SEÑOR DE LOS MILAGROS MZ. G,-77.0899882,-12.0782786,Costoso
Farmacia Gloria,Int. A  Calle 29  San Miguel  Cercado de Lima 07016  Peru,-77.1098858,-12.0772833,Costoso
FARMACIA GLORIA FARMA,AV. ANDRES AVELINO CACERES 1047 LT. 23-A PUEBLO JOVEN PROYECTO ESPECIAL HUAYCAN,-77.05043753,-12.039118,Economico
Farmacia Gonzalez,Plaza Bolognesi 586  BreÃ±a 15082  Peru,-77.0421031,-12.0602946,Costoso
FARMACIA GUIBER,JR. BOGOTA 303  SICUANI,-77.0598267,-11.9535434,Costoso
FARMACIA HERMINIA,AV. JOSE RUFINO ECHENIQUE 226  PSJ. CIUDAD DE DIOS,-77.0433687,-12.0427664,Costoso
FARMACIA HOMEOFARMA,AV. PETIT THOUARS 3005,-77.0852501,-12.0761574,Economico
Farmacia homeopatica,La Molina 15082  Peru,-77.042754,-12.0463731,Costoso
FARMACIA HOSPITAL DE POLICIA,AV. BRASIL S/N,-77.0431463,-12.114827,Costoso
FARMACIA HOSPITAL MILITAR,AV. PERSHING S/N,-77.0107411,-12.0572088,Costoso
Farmacia Huaro ,Jr. HuarochirÃ­ 200  Cercado de Lima 15082  Peru,-77.0440949,-12.0476849,Costoso
FARMACIA HUAROCHIRI,AV. ALMIRANTE GRAU 1498,-76.990361,-11.931421,Economico
FARMACIA INPPARES,CALLE GREGORIO ESCOBEDO 135,-77.06141061,-12.09292027,Economico
FARMACIA INTIFARMA,ASOC. EL PORVENIR  MZ.C,-77.03715003,-12.11599369,Economico
FARMACIA JESUS REDENTOR,AV. DEL RIO 324,-77.0321701,-12.10471922,Costoso
FARMACIA JIREH,JR. ESTE  MZ.M-10,-77.016716,-12.0848265,Economico
FARMACIA LA COMERCIAL,JR. EL AMARGON 3963  LAS PALMERAS,-77.0095617,-12.0969942,Economico
FARMACIA LA MERCED,Lima District 15081  Peru,-77.0722001,-12.0365524,Costoso
FARMACIA LA PROTECTORA,AV. JORGE CHAVEZ,-77.04763,-12.067267,Economico
FARMACIA LA QUINTA,CALLE LAS TORTOLAS 203  SANTA ANITA - 5TA. ETAPA,-77.0295839,-12.1044188,Economico
FARMACIA LAS COLONIAS,CALLE. SANTA ELENA NORTE 102 TIENDA. 4 POLO HUNT,-76.98618735,-11.96820077,Economico
FARMACIA LAS FLORES,AV. LAS FLORES DE PRIMAVERA 670,-77.0024664,-12.1170501,Economico
Farmacia Latina,Av. PerÃº 2412  Cercado de Lima 15101,-77.0715093,-12.031606,Costoso
FARMACIA LOAYZA,RIO CHINCHA 230,-77.0611565,-12.0407115,Costoso
FARMACIA LOS ANGELES,AV. NICOLAS AYLLON 2680,-77.0366754,-12.1113834,Costoso
FARMACIA LOS ANGELES,AV. LOS PERIODISTAS 294 INT.101 - A CANTO SOL,-77.05450056,-12.0222402,Costoso
FARMACIA LOS PINOS,JR. ARTURO CASTILLO 2464-A,-77.0387974,-12.0428657,Economico
FARMACIA LOS RICINOS,AV. LOS TUSILAGOS 427  ASOC. VIV. LAS VIOLETAS,-77.03246946,-12.08551306,Costoso
Farmacia Lucero,Av Brasil 2698  Pueblo Libre 15084,-77.0615957,-12.0842293,Costoso
FARMACIA LUZ MARIAILDE,AV. BELISARIO SUAREZ,-77.0376746,-12.0570219,Costoso
FARMACIA MAGDA,CALLE JOSE MARTI 357  MARANGA,-77.0344946,-12.0495387,Costoso
FARMACIA MALDONADO,PROL. SEBASTIAN BARRANCA 1935,-77.0362351,-12.0473455,Costoso
FARMACIA MARIA AUXILIADORA,JR. YAUYOS # 241,-77.0369531,-12.0909794,Costoso
FARMACIA MARIA AUXILIADORA,AV LAS ALMENDRAS 178  NARANJAL,-77.0308479,-11.945087,Costoso
FARMACIA MARIA REYNA,CALLE JEREZ  MZ.P,-77.0029817,-12.003114,Economico
FARMACIA MILAGRITOS,CALLE CARACOL 912  COOP. HUANCAYO,-77.093019,-11.9840322,Economico
FARMACIA MILAGROS,JR. GRAL MIGUEL BAQUERO 197,-77.0398405,-11.9134697,Costoso
FARMACIA MONI,JR. JULIO C. TELLO 701  RISSO,-77.0052026,-12.1224303,Economico
FARMACIA MUNDIAL,AV. ANGELICA GAMARRA ,-76.9976145,-12.1007579,Economico
FARMACIA MYRIAM,JR. HUASCAR 100  CULTURA Y PROGRESO ÑAÑA,-77.09673262,-12.07779743,Economico
FARMACIA NATTY,AV. LOS NIÑOS MARTIRES 337,-77.084915,-12.042441,Costoso
FARMACIA NAZARETH,AV. FRANCISCO JAVIER DE LUNA PIZARRO 220  INGENIERIA,-77.07634881,-12.07411608,Costoso
FARMACIA NIÑO DE AYAVI,CALLE. LOMA UMBROSA  MZ. G - 3,-76.9869777,-12.1106529,Economico
FARMACIA NOVAPHARMAX,AV.GERMAN AGUIRRE 692  SAN GERMAN,-77.07163251,-11.9590616,Costoso
FARMACIA OBREVAL,JR. ALFREDO I. LEON 275,-77.0273184,-12.12588675,Economico
FARMACIA OVALO LAS VIÑAS,AV. DE LOS CONDORES 699-A  LA ENSENADA,-76.9913771,-11.9521131,Economico
FARMACIA PAOLA,JR. FRANCISCO MOREYRA Y RIGLIOS 440  LOS CIPRESES,-77.09761775,-12.0661203,Economico
FARMACIA PATY,AV. ALFONSO BERNAL MONTOYA 223  SAN GERMAN,-77.03765965,-12.07251498,Economico
FARMACIA PERU,AV. TUPAC AMARU 1417  HUAQUILLAY,-77.052557,-12.0410703,Costoso
FARMACIA PIEDRA LIZA,PASAJE 1,-77.1098858,-12.0772833,Costoso
FARMACIA POLO,JR. HIPOLITO UNANUE 304  SANTA CRUZ,-77.0473565,-12.0547662,Costoso
Farmacia QCFARMA,Av. Alameda 113  Callao 07036  Peru,-77.1223886,-12.0416597,Costoso
Farmacia Queen,Jr. Morro Solar 1204  Santiago de Surco 15039  Peru,-76.977593,-12.128411,Costoso
Farmacia Queen,Calle Augusto Bolognesi 185  San Isidro 15076  Peru,-77.0548527,-12.1010205,Costoso
FARMACIA REAL,ZONA COMERCIAL T-8 UNIDAD VECINAL DEL RIMAC,-77.038201,-12.0430451,Costoso
FARMACIA RODSUA,AV. ALAMEDA DE LOS HORIZONTES  MZ. D-8,-77.03271098,-12.08318206,Economico
FARMACIA ROSAS,AV. BRASIL 3010,-76.988811,-12.1004897,Economico
FARMACIA ROSITA,AV. GERARDO UNGER 7201  MESA REDONDA,-76.9041433,-12.209676,Economico
FARMACIA ROSITA,AV. FRANCISCO BOLOGNESI 400  MESA REDONDA,-77.053568,-11.9383722,Costoso
FARMACIA ROSITA III,AV. LOS PINOS 218  LAS VIOLETAS,-77.01237715,-12.127312,Costoso
FARMACIA SAINT JOSEPH,JR. 3 DE FEBRERO 1186  APOLO,-76.9972847,-12.0019728,Economico
FARMACIA SAN AMADEO,CALLE SAN AMADEO 1129  SAN AMADEO DE GARAGAY,-76.257218,-11.7358059,Costoso
FARMACIA SAN ANTONIO DE PADUA,AV. UNIVERSITARIA 149  MIRONES BAJO,-77.0750087,-11.9381163,Costoso
Farmacia San Bartolome,Av. Alfonso Ugarte  Cercado de Lima 15001  Peru,-77.0421704,-12.0502673,Costoso
FARMACIA SAN DIEGO,JR. IRRIBARREN 186,-77.0377391,-12.069476,Costoso
FARMACIA SAN JACINTO,AV. SEBASTIAN LORENTE 814  BARRIOS ALTOS,-77.0197733,-12.053812,Costoso
FARMACIA SAN JERONIMO,AV. JAIME BAUZATE Y MEZA 2276,-77.0372482,-12.0497857,Costoso
Farmacia San Marcos,JirÃ³n Huaraz 1435  BreÃ±a 15083  Peru,-77.0480855,-12.0637753,Costoso
FARMACIA SAN MARCOS,AV.SAN JUAN 461  LINCOLN,-77.045947,-12.0468483,Costoso
FARMACIA SAN MARCOS,AV. LEON VELARDE MZ. M,-76.98722608,-12.08530388,Costoso
FARMACIA SAN MARTIN,AV. LA MAR 1949  LA MAR,-77.0418966,-12.0590637,Economico
FARMACIA SAN MARTIN DE PORRES,CALLE FRAY ANGELICO 311,-77.059623,-12.0482564,Costoso
FARMACIA SAN MIGUEL,AV. SANTA ELVIRA 5977  VILLA SOL 2DA. ETAPA,-77.0183749,-12.121625,Economico
FARMACIA SAN PEDRO,AV. PROCERES DE LA INDEPENDENCIA  MZ.M-15,-77.17275823,-11.77452348,Costoso
FARMACIA SANTA ADELA E.I.R.L.,JR. MANUEL GONZALES 502  EL RETABLO III ETAPA,-77.0382219,-12.0477229,Costoso
FARMACIA SANTA ANA,AV. ALAMEDA SUR 600 MZ.C-3.LT.1 LOS CEDROS DE VILLA,-77.0942079,-12.0787579,Economico
FARMACIA SANTA LUCIA,JR. SALAVERRY 1206,-77.0475479,-12.0695278,Costoso
FARMACIA SANTA MARIA DE FATIMA,AV. GRAU 598,-77.062038,-11.9625192,Costoso
FARMACIA SANTA MARIA REYNA,MZ.B-V LT.1 CALL.64 ASOC.PRO.VIV.LOS  LIBERTADORES,-77.0448435,-12.0326313,Costoso
FARMACIA SANTA ROSA,AV. TUPAC AMARU 2696  P.J. SANTA ROSA,-77.0492581,-12.054978,Costoso
FARMACIA SANTA TERESITA,AV. MARISCAL CACERES 149-A  VALDIVIEZO,-77.0359893,-12.0474399,Costoso
FARMACIA SANTO TOMAS,AV. PERU 3103,-77.0244266,-12.0934352,Costoso
FARMACIA SANTO TOMAS,# 229-URB.SANTO TOMAS 229  SANTO TOMAS,-77.0236545,-12.07776595,Economico
FARMACIA SARITA COLONIA,AV. REVOLUCION Nº 2735 PUEBLO JOVEN COLLIQUE IV ZONA,-77.0312594,-12.103667,Economico
Farmacia Scoil,Lima 15082  Peru,-77.042754,-12.0463731,Costoso
FARMACIA SCORPIO,JR. SANTA CECILIA 115,-77.0548527,-12.1010205,Costoso
FARMACIA SEÑOR DE ANIMAS,JR. LOS PUTUTOS 286  ZARATE,-77.0875671,-12.0807723,Costoso
FARMACIA SEÑOR DE LA DIVINA MISERICORDIA,JR. ISIDRO ALCIBAR 382,-77.05013192,-11.94191195,Costoso
FARMACIA SEÑOR DE LOS MILAGROS,AV. UNION  MZ. 3 - H,-77.0307857,-12.123727,Costoso
FARMACIA SEÑOR DE LUREN,AV. TUPAC AMARU Nº 5361 KM.15   SAN CARLOS,-77.0401513,-12.0590926,Economico
FARMACIA SHECOFARMA,JR. PARIAHUACA 380  PARQUE NARANJAL,-77.03209675,-12.01218176,Costoso
FARMACIA TACNA,CALLE  ZORROS DE ABAJO A.H. NOCHETO  MZ.T LT.25,-77.026223,-11.9147365,Costoso
FARMACIA TOKYO,JR. LOS CORALES 568,-76.977593,-12.128411,Costoso
FARMACIA TOVAR,PARQUE LEONCIO PRADO 190,-77.0403386,-12.0449231,Costoso
FARMACIA TU SALUD,AV. LOS ALISOS  MZ. O  LTE. 20 LOS JAZMINES DEL NARANJAL,-77.0390412,-12.07555788,Economico
FARMACIA UNANUE,JR. UNANUE 1067,-77.0076122,-12.0906552,Economico
Farmacia Universal,604  JirÃ³n Angaraes 514  Cercado de Lima 15001,-77.0404294,-12.0448506,Costoso
Farmacia Universal,Avenida EmancipaciÃ³n 799  Cercado de Lima 15001  Peru,-77.0403386,-12.0449231,Costoso
Farmacia Universal,Av. RepÃºblica de Polonia 600  Lima 15419  Peru,-77.0020907,-11.9747176,Costoso
Farmacia Universal,Av. la Marina 2543  San Miguel 15087  Peru,-77.0899882,-12.0782786,Costoso
FARMACIA VELARDE,AV. SAN JUAN 819 - B,-76.99436968,-12.08711848,Economico
Farmacia Venezuela,Av. RepÃºblica de Venezuela 619  BreÃ±a 15082  Peru,-77.0427991,-12.054621,Costoso
FARMACIA VIDAL,JR. GENERAL ORBEGOZO 633,-77.0958039,-12.0699536,Costoso
FARMACIA VIRGEN DE FATIMA,AV. MARIANO CONDORCANQUI 260  TUNGASUCA,-77.0235224,-12.1135278,Costoso
FARMACIA VIRGEN DE LA MACARENA,PSJE. LA MACARENA 161,-76.9921585,-12.1062655,Costoso
FARMACIA VIRGINIA,AV. SAN FELIPE 401  CIUDADELA SAN FELIPE,-77.0550192,-12.0518041,Economico
FARMACIA VIRGINIA,AV. SANTA ELVIRA 6039  VILLA SOL,-76.989895,-11.938192,Economico
FARMACIA YANILL,AV. LAS AMERICAS 970  BALCONCILLO,-77.0076122,-12.0906552,Economico
Farmalab,Yen Escobedo Garro 656  Cercado de Lima 15021  Peru,-76.9949045,-12.0752493,Costoso
FarmaPeru,Jr.Leoncio Prado 1008  Magdalena del Mar 15086  Peru,-77.0715284,-12.088492,Costoso
Farmashop,Av. Arenales 1483  Cercado de Lima 15046  Peru,-77.0362488,-12.079586,Costoso
Farmatodo,JirÃ³n CaÃ±ete 301  Cercado de Lima 15001  Peru,-77.0380519,-12.0434664,Costoso
FARMAVID,Av. Ã“scar R. Benavides 339  Cercado de Lima 15082  Peru,-77.045947,-12.0468483,Costoso
FARMEDICAL PERU S.A.C.,AV. FLORA TRISTAN 468 INT.201 SANTA PATRICIA,-77.097464,-12.0647749,Costoso
FLOR MEDIC S.A.C.,AV.EMANCIPACION 635 INT.7,-77.0395187,-12.0448653,Costoso
FRAGANCIAS DEL MUNDO S.A.C.,CALLE IRRIBARREN # 371,-77.0386231,-12.046023,Costoso
FYMEDIC S.A.C.,AV. SANTA CATALINA 188  SANTA CATALINA,-77.0429519,-12.0470972,Costoso
GENESIS PUBLICITAS S.A.C.,JR. BADAJOZ # 243,-76.9758133,-12.0458099,Costoso
GENIA TECH S.A.C.,AV. CASTILLA LA NUEVA  MZ.F,-76.959109,-12.159548,Costoso
GILBERTO REYNA SILVA - REYSAN,CALLE ENRIQUE PAILLARDELLI 171,-77.0567859,-12.029495,Costoso
GLOBAL MED FARMA S.A.C.,CALLE LOS ANTARES - TORRE A 320 OF. 804 LA ALBORADA,-77.034443,-11.8701175,Costoso
GRECIA ANDREA S.A.C.,CALLE ENRIQUE PALACIOS 409,-77.0410346,-12.0510317,Costoso
Grupo Fameza SAC,Unnamed road  Cercado de Lima  Peru,-77.0427933,-12.046374,Costoso
HAMBURG DEL PERU S.A.C.,AV. INDUSTRIAL 741,-76.8880548,-12.2718612,Costoso
HEDASILT MEDIC,JirÃ³n Chancay 638  Cercado de Lima 15001  Peru,-77.0389199,-12.046374,Costoso
Hollywood Loreto,Jr. Loreto 495  BreÃ±a 15082  Peru,-77.04916,-12.054962,Costoso
HOMEO FARMA,Av. RepÃºblica de Venezuela 663  BreÃ±a 15082  Peru,-77.0431772,-12.0547226,Costoso
HOMEOSALUD S.A.C.,AV.LA PAZ 356 INT.401,-77.0340925,-12.0350493,Costoso
HOSPITAL II - CLINICA GERIATRICA SAN ISIDRO LABRADOR,CARRETERA CENTRAL KM 3,-77.0446447,-12.0763147,Economico
IMPLANTES EUROPEOS S.A.C.,CALLE EMILIO CAVENECIA 225 INT.305,-77.026734,-12.0474474,Costoso
IMPORT DENT S.R.L.,AV. SAN CARLOS 186,-77.0404294,-12.0448506,Costoso
IMPORT KRICELIZ,JR.INAMBARI 745 INT. 13,-77.0730976,-12.0297723,Costoso
IMPORTACIONES HOSPIFARMA SAC,Jr  JirÃ³n Chancay 612  Cercado de Lima 15001  Peru,-77.0386856,-12.0458748,Costoso
IMPORTACIONES ODONTOFAST E.I.R.L.,JR. CHANCAY 936 INT.D,-77.0333522,-12.0450439,Costoso
IMPORTADORA P & W COSMETIC S.A.C.,JR. UCAYALI 768 INT. 103,-77.047482,-12.0662419,Costoso
INCARDIA E.I.R.LTDA.,AV.ANGAMOS ESTE # 472,-77.0364107,-12.0549745,Costoso
INEMSA,PROLO.VARGAS MACHUCA 250  A.H. ALIPIO PONCE,-76.7902,-12.373321,Costoso
INFARVAL E.I.R.L.,.AV. LA ENSENADA 179  LAS PRADERAS DE SANTA ANITA,-77.043345,-12.042784,Costoso
INFINITY PHARMA PERU S.A.C.,AV. EL SUR # 280,-77.0295473,-12.0528074,Costoso
INKAFARMA,Av. Universitaria 212  Cercado de Lima 15081  Peru,-77.0775655,-12.0377502,Costoso
INKAFARMA,Av Mariscal RamÃ³n Castilla 189  Barranco 15048  Peru,-77.0171557,-12.1336749,Costoso
INKAFARMA,Av. CÃ©sar Vallejo  Lima 15076  Peru,-77.0492504,-12.1045677,Costoso
INKAFARMA,Calle BolÃ­var 200  Barranco 15074  Peru,-77.0280059,-12.1257353,Costoso
INKAFARMA,Av. Gral. CÃ³rdova 1085  LIMA 15074  Peru,-77.048571,-12.109154,Costoso
INKAFARMA,JR  Los Flamencos 299  Lima  Peru,-76.7902,-12.373321,Costoso
INKAFARMA,MZA Q-8 LOTE 4 A.H. JOSe CARLOS MARIaTEGUI Lima  Peru,-77.042754,-12.0463731,Costoso
INKAFARMA,AV. LA MARINA NRO. 2569 URB  Ca. Maranga  LIMA  Peru,-77.0903504,-12.078249,Costoso
INKAFARMA,AV. PASEO DE LA REPUBLICA NRO. 134N  Cercado de Lima  Peru,-77.035948,-12.0588425,Costoso
INKAFARMA,Jr. Francisco Bolognesi 880  LIMA 15063  Peru,-77.0180733,-12.1427851,Costoso
INKAFARMA,Av. Tacna 399  Cercado de Lima 15001  Peru,-77.0366741,-12.0454885,Costoso
INKAFARMA,Av. la Marina NRO. 2293  LIMA LIMA 15087  Peru,-77.0867569,-12.0782809,Costoso
INKAFARMA,JirÃ³n de la UniÃ³n NRO. 866  Cercado de Lima 15001  Peru,-77.0345899,-12.0505237,Costoso
INKAFARMA,Jose Manuel Iturregui 604  LIMA 15074  Peru,-77.0293195,-12.1229844,Costoso
INKAFARMA,Av Antonio JosÃ© de Sucre 675  LIMA 15084  Peru,-77.0646418,-12.0778202,Costoso
Inkafarma,Av. la Marina 2293  San Miguel 15087  Peru,-77.0885518,-12.0793726,Costoso
INKAFARMA,Av Lima NRO. 2500  Cercado de Lima 15101  Peru,-77.0730976,-12.0297723,Costoso
INKAFARMA,Av. dos de Mayo NRO. 478  Provincia de CaÃ±ete 15073  Peru,-77.0369531,-12.0909794,Costoso
INKAFARMA,Av Bausate y Meza 300  Cercado de Lima 15033  Peru,-77.0297518,-12.0648025,Costoso
INKAFARMA,Av. Universitaria MZA. A  Cercado de Lima 15311  Peru,-77.062038,-11.9625192,Costoso
INKAFARMA,Av. Alfonso Ugarte 1000  Cercado de Lima 15082  Peru,-77.0425007,-12.052084,Costoso
INKAFARMA,Av. PerÃº 1799  Cercado de Lima 15101  Peru,-77.0647812,-12.0324297,Costoso
INKAFARMA,Car S/N  Lima 15560  Peru,-76.257218,-11.7358059,Costoso
INKAFARMA,JirÃ³n de la UniÃ³n 559  Cercado de Lima 15001  Peru,-77.0324707,-12.0476799,Costoso
INKAFARMA,MZA. E LOTE. 04 RES. ASOC. SAN JUAN BAUTISTA Lima  Peru,-77.0421961,-12.0455337,Costoso
Inkafarma,JirÃ³n de la UniÃ³n 200  Cercado de Lima 15001  Peru,-77.030025,-12.044162,Costoso
INKAFARMA,Av. Universitaria 1630  Cercado de Lima 15088  Peru,-77.0778282,-12.0661818,Costoso
INKAFARMA,JR. GRAL. FELIPE 1000  LIMA 15082  Peru,-77.046048,-12.0590439,Costoso
INKAFARMA,Av. La Paz NRO. 2561  LIMA 15087  Peru,-77.1066454,-12.0795314,Costoso
INKAFARMA,Residencial Lucyana  AV. CONDORCANQUI NRO. 901 URB  LIMA  Peru,-77.0389955,-11.8854894,Costoso
INKAFARMA,Av. Inca Garcilaso de la Vega NRO. 1383  Cercado de Lima 15001  Peru,-77.037111,-12.0567192,Costoso
INRIANA S.R.L.,AV.URUGUAY 461 INT.2-B,-76.9920283,-12.1704418,Costoso
INTER HOSPITAL PERU S.A.C.,AV. AVIACION 3020 INT.301,-77.0427933,-12.046374,Costoso
INTERAMERICAS PRODUCTS,CALLE VICTOR MAURTUA 131 INT.204 SANTA ISABEL,-77.1087534,-12.0654817,Costoso
INVERS GRLES FARMACEUTICAS,CALLE SANTA MERCEDES 351  PALAO,-77.0654926,-12.0725418,Costoso
INVERSIONES FARMA S.A.C.,JR. MANCO CAPAC 990 1ER. PISO B SAN GABRIEL,-77.0254046,-12.0528792,Costoso
INVERSIONES KRINACER S.R.L.,JR. INAMBARI 739 INT.230,-77.0180733,-12.1427851,Costoso
IP NATURAL S.A.C.,AV. SEPARADORA INDUSTRIAL 651  LOS SAUCES,-77.0420702,-12.0517208,Costoso
J. LOCHER S.A.C.,AV.PASEO DE LA REPUBLICA # 4500,-77.0389199,-12.046374,Costoso
JENNFAR E.I.R.L.,JR. HUANCAYO 452,-77.0903504,-12.078249,Costoso
JJ Salud,JirÃ³n CamanÃ¡ 776  Cercado de Lima 15001  Peru,-77.035732,-12.0498978,Costoso
KARIFRAN S.A.C.,ASOCIACION DE VIVIENDA ESMERALDAS DEL NORTE  MZ.B,-77.0355306,-12.0294615,Costoso
KIMOLAB LATINOAMERICANA S.A.C.,AV. LIMA 950,-77.1103736,-12.0439084,Costoso
LABOFTA - INNOVATION LABS,CALLE HORACIO CACHAY 195,-77.0431103,-12.0547015,Costoso
LABOMED S.A.C.,CALLE CARTAGENA 423,-77.0320974,-12.0967857,Costoso
LABORATORIO PAIS S.A.C.,AV. ANDRES ARAMBURU 215,-77.0015663,-12.1060355,Costoso
LABORATORIOS UNIDOS SYLDISA S.A.C.,CALLE LAS CASCADAS CDR.3,-76.9594418,-12.196418,Costoso
LAFAR CORPORACION INTERNACIONAL S.A.C.,CALLE CORTIJO 169 2DO PISO SALAMANCA,-77.0421704,-12.0502673,Costoso
LAFARPE S.A.C.,AV. ARENALES 395 INT. 806,-77.0430073,-12.0508743,Costoso
LONGLIFE S.A.C.,AV. LAS PALMERAS  MZ.C,-77.0425888,-12.0510867,Costoso
LORYMER S.A.C.,AV. PACASMAYO 4121,-77.0421031,-12.0602946,Costoso
Lyn Farma,Av. Alfonso Ugarte 938  Cercado de Lima 15082  Peru,-77.0426561,-12.0510511,Costoso
Macromedica S.A.,Avenida EmancipaciÃ³n 559  Cercado de Lima 15001  Peru,-77.0380668,-12.0460667,Costoso
MAFARM,Avenida EmancipaciÃ³n 599  Cercado de Lima 15001  Peru,-77.0384576,-12.0459404,Costoso
Mario Rojas,Av. Tarapaca 551  RÃ­mac 15094  Peru,-77.0355306,-12.0294615,Costoso
Martinizing Dry Cleaning,Armendariz  Cercado de Lima 15074  Peru,-77.0281496,-12.1326318,Costoso
MAVER PERU S.A.C.,AV. JORGE BASADRE GROHMANN 157 INT.703,-77.042754,-12.0463731,Costoso
Medi Pharmacy consultorio mÃ©dico y Farmacia,Av. Guardia Civil Sur mz B lt 7 urbanizaciÃ³n  Santiago de Surco  Peru,-76.9920283,-12.1704418,Costoso
Medical Specialty Clinic,Jr.Eduardo OrdoÃ±ez 468  San Borja 15036  Peru,-77.0015663,-12.1060355,Costoso
Medifarma,JirÃ³n de la UniÃ³n  Cercado de Lima 15001  Peru,-77.0336996,-12.0494294,Costoso
Medifarma Planta 2,Ecuador  Cercado de Lima 15079  Peru,-77.0559265,-12.0439193,Costoso
MEDINE PHARMACEUTICALS S.A.C.,AV. AREQUIPA 305  SANTA BEATRIZ,-77.0944933,-12.0727933,Costoso
